id_pedido,id_cliente,razao_social_cliente,cnpj_cliente,representante,cod_produto,desc_produto,quantidade,preco_unitario,valor_total_item,nf,data_emissao_pedido,data_desejada_entrega,data_firmada_original,data_firmada_atual,data_final_entrega,data_nf,data_nf_oficial,data_embarque,data_emb_oficial,tipo_faturamento,transportadora,condicao_pagamento,valor_geral_pedido
5633,60411,Alves,79.320.864/0001-40,Laura Montenegro,"('28NZFGQ7Z',)",KIT VENTILACAO,4,810.17,3240.68,264828,2024-02-24,2024-04-08,2024-04-14,2024-04-14,2024-04-30,2024-03-01,2024-03-01,2024-03-03,2024-03-03,BONIFICACAO,Cavalcante Barros Ltda. TRANSPORTES LTDA,PIX,3240.68
5634,85987,Melo Santos Ltda.,70.945.632/0001-03,Bento Ramos,"('28NZFGQ7Z',)",KIT VENTILACAO,8,66.63,533.04,118664,2024-10-18,2024-11-05,2024-11-15,2024-11-15,2024-12-03,2024-10-24,2024-10-24,2024-10-26,2024-10-26,VENDA,Azevedo TRANSPORTES LTDA,CARTEIRA A VISTA,533.04
5635,15687,Campos,54.102.893/0001-05,Dra. Alexia Albuquerque,"('28NZFGQ7Z',)",KIT VENTILACAO,6,142.09,852.54,987308,2024-02-28,2024-03-25,2024-03-26,2024-03-26,2024-03-29,2024-03-08,2024-03-08,2024-03-11,2024-03-11,DEVOLUCAO,Leão Ltda. TRANSPORTES LTDA,BOLETO DESCONTADO,852.54
5636,63267,Novaes,36.054.182/0001-20,Enzo Gabriel Vasconcelos,"('28NZFGQ7Z',)",KIT VENTILACAO,2,994.89,1989.78,107130,2024-10-05,2024-10-18,2024-10-30,2024-10-30,2024-11-14,2024-10-14,2024-10-14,2024-10-19,2024-10-19,DEVOLUCAO,Rios TRANSPORTES LTDA,CARTEIRA A PRAZO,1989.78
5637,99130,Gomes,90.184.375/0001-41,Pedro Henrique Cunha,"('28NZFGQ7Z',)",KIT VENTILACAO,3,74.75,224.25,347753,2024-05-17,2024-06-05,2024-06-12,2024-06-12,2024-07-08,2024-05-23,2024-05-23,2024-05-24,2024-05-24,BONIFICACAO,Câmara S/A TRANSPORTES LTDA,CARTAO DE CREDITO,224.25
5638,88009,Machado Moreira Ltda.,70.983.154/0001-26,Caleb Siqueira,"('28NZFGQ7Z',)",KIT VENTILACAO,7,809.77,5668.39,221578,2023-12-11,2024-01-19,2024-01-26,2024-01-26,2024-02-21,2023-12-19,2023-12-19,2023-12-20,2023-12-20,AMOSTRA,Cavalcanti TRANSPORTES LTDA,PIX,5668.39
5639,27491,Guerra S/A,96.403.257/0001-63,Pedro Novais,"('28NZFGQ7Z',)",KIT VENTILACAO,5,53.36,266.8,790337,2023-08-09,2023-09-17,2023-09-27,2023-09-27,2023-10-24,2023-08-14,2023-08-14,2023-08-16,2023-08-16,BONIFICACAO,Oliveira Casa Grande e Filhos TRANSPORTES LTDA,CARTAO DE CREDITO,266.8
5640,60231,Duarte - EI,39.648.527/0001-62,Bernardo Câmara,"('28NZFGQ7Z',)",KIT VENTILACAO,2,500.82,1001.64,918482,2024-01-23,2024-03-12,2024-03-15,2024-03-15,2024-04-08,2024-02-01,2024-02-01,2024-02-04,2024-02-04,VENDA,Pastor Cassiano - ME TRANSPORTES LTDA,TRANSFERENCIA,1001.64
5641,13711,Silva,26.813.907/0001-63,Stephany Albuquerque,"('28NZFGQ7Z',)",KIT VENTILACAO,7,918.22,6427.54,533907,2025-03-09,2025-05-07,2025-05-21,2025-05-21,2025-05-31,2025-03-16,2025-03-16,2025-03-20,2025-03-20,BONIFICACAO,Moura TRANSPORTES LTDA,BOLETO DESCONTADO,6427.54
5642,19950,da Cunha,09.516.847/0001-06,Maria Luiza Souza,"('28NZFGQ7Z',)",KIT VENTILACAO,3,686.29,2058.87,302428,2024-09-03,2024-09-13,2024-09-19,2024-09-19,2024-09-26,2024-09-05,2024-09-05,2024-09-06,2024-09-06,AMOSTRA,da Cruz TRANSPORTES LTDA,PIX,2058.87
5643,14346,Marques,83.029.147/0001-31,Erick Vieira,"('28NZFGQ7Z',)",KIT VENTILACAO,9,466.7,4200.3,363287,2024-06-03,2024-06-26,2024-07-09,2024-07-09,2024-07-14,2024-06-07,2024-06-07,2024-06-09,2024-06-09,BONIFICACAO,Costa TRANSPORTES LTDA,CARTEIRA A VISTA,4200.3
5644,22072,Garcia Camargo e Filhos,37.812.950/0001-20,Mathias Barros,"('28NZFGQ7Z',)",KIT VENTILACAO,6,661.99,3971.94,109512,2025-05-08,2025-05-13,2025-05-20,2025-05-20,2025-06-03,2025-05-11,2025-05-11,2025-05-14,2025-05-14,BONIFICACAO,Novais TRANSPORTES LTDA,CARTEIRA A VISTA,3971.94
5645,23685,Teixeira,38.206.179/0001-00,Mariane Fonseca,"('28NZFGQ7Z',)",KIT VENTILACAO,9,780.27,7022.43,724668,2025-05-20,2025-06-05,2025-06-20,2025-06-20,2025-07-10,2025-05-21,2025-05-21,2025-05-26,2025-05-26,BONIFICACAO,Marques Andrade - ME TRANSPORTES LTDA,TRANSFERENCIA,7022.43
5646,15188,Viana,18.902.356/0001-86,Hellena Fonseca,"('28NZFGQ7Z',)",KIT VENTILACAO,2,421.28,842.56,849505,2024-10-08,2024-11-25,2024-11-29,2024-11-29,2024-12-16,2024-10-10,2024-10-10,2024-10-11,2024-10-11,VENDA,Machado Ltda. TRANSPORTES LTDA,PIX,842.56
5647,51437,Ramos,03.254.179/0001-00,Benjamin Pacheco,"('28NZFGQ7Z',)",KIT VENTILACAO,2,391.8,783.6,212220,2024-08-12,2024-08-28,2024-08-29,2024-08-29,2024-09-09,2024-08-21,2024-08-21,2024-08-22,2024-08-22,VENDA,Rocha TRANSPORTES LTDA,PIX,783.6
5648,60512,Campos,96.483.152/0001-61,Srta. Pietra Costela,"('28NZFGQ7Z',)",KIT VENTILACAO,6,253.68,1522.08,429170,2024-05-25,2024-07-23,2024-08-04,2024-08-04,2024-08-31,2024-06-02,2024-06-02,2024-06-04,2024-06-04,DEVOLUCAO,Martins - EI TRANSPORTES LTDA,CARTEIRA A VISTA,1522.08
5649,94515,Caldeira,05.718.964/0001-93,Henry Montenegro,"('28NZFGQ7Z',)",KIT VENTILACAO,10,654.7,6547.0,922881,2024-01-04,2024-02-14,2024-02-18,2024-02-18,2024-03-08,2024-01-10,2024-01-10,2024-01-12,2024-01-12,DEVOLUCAO,Caldeira Oliveira S/A TRANSPORTES LTDA,CARTEIRA A VISTA,6547.0
5650,20216,da Conceição,61.248.975/0001-28,Daniel Cirino,"('28NZFGQ7Z',)",KIT VENTILACAO,4,881.68,3526.72,440064,2024-03-17,2024-04-27,2024-05-04,2024-05-04,2024-05-16,2024-03-22,2024-03-22,2024-03-25,2024-03-25,AMOSTRA,Pinto TRANSPORTES LTDA,BOLETO DESCONTADO,3526.72
5651,48546,Cavalcanti,20.389.457/0001-47,Miguel Cavalcanti,"('28NZFGQ7Z',)",KIT VENTILACAO,1,457.91,457.91,458373,2024-10-10,2024-12-04,2024-12-10,2024-12-10,2024-12-30,2024-10-19,2024-10-19,2024-10-22,2024-10-22,DEVOLUCAO,Azevedo TRANSPORTES LTDA,TRANSFERENCIA,457.91
5652,75721,Mendes,40.279.815/0001-76,Sophia Novais,"('28NZFGQ7Z',)",KIT VENTILACAO,10,362.94,3629.4,853682,2023-12-11,2024-01-05,2024-01-11,2024-01-11,2024-02-01,2023-12-12,2023-12-12,2023-12-15,2023-12-15,AMOSTRA,Pereira TRANSPORTES LTDA,CARTEIRA A VISTA,3629.4
5653,17331,Dias,91.584.726/0001-74,Dr. Bernardo Dias,"('28NZFGQ7Z',)",KIT VENTILACAO,5,860.31,4301.55,735671,2024-01-18,2024-02-27,2024-02-27,2024-02-27,2024-03-28,2024-01-19,2024-01-19,2024-01-23,2024-01-23,AMOSTRA,da Paz TRANSPORTES LTDA,PIX,4301.55
5654,83087,Pires Barbosa e Filhos,09.425.631/0001-27,Jade Câmara,"('28NZFGQ7Z',)",KIT VENTILACAO,7,666.03,4662.21,285398,2024-07-20,2024-09-06,2024-09-16,2024-09-16,2024-10-09,2024-07-25,2024-07-25,2024-07-29,2024-07-29,AMOSTRA,Cirino TRANSPORTES LTDA,TRANSFERENCIA,4662.21
5655,44837,Guerra - EI,30.459.762/0001-11,Sra. Maria Alice Pastor,"('28NZFGQ7Z',)",KIT VENTILACAO,4,658.15,2632.6,160640,2024-04-21,2024-05-29,2024-06-01,2024-06-01,2024-06-11,2024-05-01,2024-05-01,2024-05-04,2024-05-04,VENDA,Nunes Ltda. TRANSPORTES LTDA,CARTEIRA A VISTA,2632.6
5656,58504,Gomes - EI,72.631.854/0001-87,Olívia da Cruz,"('28NZFGQ7Z',)",KIT VENTILACAO,6,993.78,5962.68,203885,2025-06-16,2025-07-08,2025-07-09,2025-07-09,2025-07-26,2025-06-17,2025-06-17,2025-06-21,2025-06-21,VENDA,Fogaça TRANSPORTES LTDA,BOLETO DESCONTADO,5962.68
5657,82172,Almeida - ME,05.346.271/0001-17,Isaque da Cruz,"('28NZFGQ7Z',)",KIT VENTILACAO,1,253.21,253.21,499592,2024-02-15,2024-03-17,2024-03-18,2024-03-18,2024-03-19,2024-02-17,2024-02-17,2024-02-20,2024-02-20,AMOSTRA,Aparecida TRANSPORTES LTDA,PIX,253.21
5658,99312,Santos,21.893.560/0001-92,Dr. Gustavo Silveira,"('28NZFGQ7Z',)",KIT VENTILACAO,10,252.83,2528.3,671208,2025-04-08,2025-05-21,2025-05-28,2025-05-28,2025-06-07,2025-04-14,2025-04-14,2025-04-18,2025-04-18,DEVOLUCAO,Fernandes TRANSPORTES LTDA,TRANSFERENCIA,2528.3
5659,17191,Martins - EI,51.849.236/0001-38,Ágatha Rios,"('28NZFGQ7Z',)",KIT VENTILACAO,3,362.84,1088.52,764274,2023-07-12,2023-07-29,2023-07-29,2023-07-29,2023-08-16,2023-07-19,2023-07-19,2023-07-22,2023-07-22,AMOSTRA,Vieira TRANSPORTES LTDA,CARTEIRA A PRAZO,1088.52
5660,71723,Pereira Vargas S/A,21.745.638/0001-21,Diogo da Conceição,"('28NZFGQ7Z',)",KIT VENTILACAO,1,502.96,502.96,173553,2025-01-23,2025-02-12,2025-02-18,2025-02-18,2025-02-25,2025-01-24,2025-01-24,2025-01-27,2025-01-27,VENDA,Pires - EI TRANSPORTES LTDA,CARTEIRA A VISTA,502.96
5661,80185,da Conceição S/A,85.179.326/0001-80,Arthur Pires,"('28NZFGQ7Z',)",KIT VENTILACAO,10,934.44,9344.4,232435,2023-08-15,2023-09-09,2023-09-19,2023-09-19,2023-10-06,2023-08-25,2023-08-25,2023-08-27,2023-08-27,BONIFICACAO,Oliveira TRANSPORTES LTDA,CARTEIRA A VISTA,9344.4
5662,82068,Brito Rodrigues - EI,79.548.320/0001-30,Jade Caldeira,"('28NZFGQ7Z',)",KIT VENTILACAO,2,901.59,1803.18,187565,2025-04-20,2025-05-08,2025-05-08,2025-05-08,2025-05-18,2025-04-24,2025-04-24,2025-04-27,2025-04-27,DEVOLUCAO,Souza TRANSPORTES LTDA,TRANSFERENCIA,1803.18
5663,49083,Souza Rocha Ltda.,01.463.528/0001-60,Luiz Felipe Novaes,"('28NZFGQ7Z',)",KIT VENTILACAO,8,123.21,985.68,445153,2024-10-09,2024-12-06,2024-12-07,2024-12-07,2025-01-05,2024-10-16,2024-10-16,2024-10-19,2024-10-19,BONIFICACAO,Souza Rios - ME TRANSPORTES LTDA,BOLETO DESCONTADO,985.68
5664,12122,Aparecida,01.547.892/0001-08,Henry Montenegro,"('28NZFGQ7Z',)",KIT VENTILACAO,4,905.82,3623.28,444508,2024-10-07,2024-11-09,2024-11-19,2024-11-19,2024-12-14,2024-10-09,2024-10-09,2024-10-10,2024-10-10,BONIFICACAO,Leão Carvalho S.A. TRANSPORTES LTDA,PIX,3623.28
5665,42924,Teixeira Ferreira - ME,84.571.206/0001-61,Sara Oliveira,"('28NZFGQ7Z',)",KIT VENTILACAO,8,206.13,1649.04,113206,2024-07-26,2024-08-18,2024-09-01,2024-09-01,2024-09-23,2024-08-04,2024-08-04,2024-08-06,2024-08-06,AMOSTRA,Melo TRANSPORTES LTDA,BOLETO DESCONTADO,1649.04
5666,91562,Novais S.A.,94.376.502/0001-65,Beatriz Rocha,"('28NZFGQ7Z',)",KIT VENTILACAO,5,125.26,626.3,389940,2025-01-04,2025-02-06,2025-02-06,2025-02-06,2025-02-17,2025-01-09,2025-01-09,2025-01-12,2025-01-12,BONIFICACAO,Rodrigues Cirino S.A. TRANSPORTES LTDA,BOLETO DESCONTADO,626.3
5667,15687,Campos,54.102.893/0001-05,Dra. Alexia Albuquerque,"('28NZFGQ7Z',)",KIT VENTILACAO,9,213.96,1925.64,654936,2024-06-03,2024-07-16,2024-07-19,2024-07-19,2024-07-20,2024-06-08,2024-06-08,2024-06-12,2024-06-12,AMOSTRA,Teixeira TRANSPORTES LTDA,CARTEIRA A VISTA,1925.64
5668,55740,Nascimento,91.754.280/0001-89,Yan Vasconcelos,"('28NZFGQ7Z',)",KIT VENTILACAO,4,204.48,817.92,718378,2023-10-12,2023-11-20,2023-11-28,2023-11-28,2023-12-01,2023-10-21,2023-10-21,2023-10-26,2023-10-26,BONIFICACAO,Pastor - ME TRANSPORTES LTDA,BOLETO DESCONTADO,817.92
5669,67097,Marques,82.174.903/0001-53,Lívia Martins,"('28NZFGQ7Z',)",KIT VENTILACAO,4,750.68,3002.72,296033,2025-05-23,2025-06-23,2025-06-23,2025-06-23,2025-06-27,2025-05-28,2025-05-28,2025-05-29,2025-05-29,VENDA,Peixoto Ferreira S/A TRANSPORTES LTDA,CARTEIRA A VISTA,3002.72
5670,87687,Rezende,49.801.237/0001-60,Francisco Machado,"('28NZFGQ7Z',)",KIT VENTILACAO,3,278.02,834.06,454579,2023-10-29,2023-12-27,2024-01-09,2024-01-09,2024-01-29,2023-11-07,2023-11-07,2023-11-08,2023-11-08,AMOSTRA,Rios TRANSPORTES LTDA,TRANSFERENCIA,834.06
5671,71028,Moura da Cruz S.A.,70.294.568/0001-48,Emanuella da Luz,"('28NZFGQ7Z',)",KIT VENTILACAO,6,304.53,1827.18,730434,2025-03-13,2025-03-26,2025-04-06,2025-04-06,2025-04-17,2025-03-23,2025-03-23,2025-03-25,2025-03-25,VENDA,das Neves TRANSPORTES LTDA,TRANSFERENCIA,1827.18
5672,15385,Machado Leão Ltda.,82.346.190/0001-68,Júlia Fonseca,"('28NZFGQ7Z',)",KIT VENTILACAO,4,205.19,820.76,544157,2023-12-02,2023-12-14,2023-12-14,2023-12-14,2023-12-29,2023-12-05,2023-12-05,2023-12-08,2023-12-08,DEVOLUCAO,Barros TRANSPORTES LTDA,CARTEIRA A VISTA,820.76
5673,70627,da Rosa Macedo - ME,63.450.829/0001-06,Sofia Carvalho,"('28NZFGQ7Z',)",KIT VENTILACAO,9,159.06,1431.54,233490,2024-10-20,2024-12-16,2024-12-29,2024-12-29,2025-01-08,2024-10-29,2024-10-29,2024-11-03,2024-11-03,VENDA,Rodrigues TRANSPORTES LTDA,TRANSFERENCIA,1431.54
5674,80930,Peixoto,70.213.986/0001-63,Srta. Lívia Lopes,"('28NZFGQ7Z',)",KIT VENTILACAO,6,111.81,670.86,404016,2024-09-20,2024-10-07,2024-10-10,2024-10-10,2024-10-26,2024-09-25,2024-09-25,2024-09-29,2024-09-29,AMOSTRA,Albuquerque TRANSPORTES LTDA,PIX,670.86
5675,85049,Guerra Dias - EI,84.762.501/0001-03,Rafaela Lopes,"('28NZFGQ7Z',)",KIT VENTILACAO,9,587.22,5284.98,268292,2024-04-07,2024-04-20,2024-04-27,2024-04-27,2024-05-09,2024-04-14,2024-04-14,2024-04-15,2024-04-15,VENDA,Moura - ME TRANSPORTES LTDA,CARTEIRA A VISTA,5284.98
5676,80467,Casa Grande da Luz e Filhos,16.730.824/0001-57,Alexandre Vasconcelos,"('28NZFGQ7Z',)",KIT VENTILACAO,8,339.95,2719.6,556299,2023-09-30,2023-11-26,2023-12-10,2023-12-10,2023-12-22,2023-10-01,2023-10-01,2023-10-04,2023-10-04,BONIFICACAO,Castro - EI TRANSPORTES LTDA,TRANSFERENCIA,2719.6
5677,67564,Ferreira Sousa Ltda.,29.436.051/0001-42,Erick Borges,"('28NZFGQ7Z',)",KIT VENTILACAO,2,371.26,742.52,295920,2023-12-17,2024-01-28,2024-02-05,2024-02-05,2024-02-17,2023-12-19,2023-12-19,2023-12-23,2023-12-23,AMOSTRA,Garcia da Conceição - ME TRANSPORTES LTDA,BOLETO DESCONTADO,742.52
5678,57979,Dias,27.315.690/0001-24,Dr. João Gabriel Silveira,"('28NZFGQ7Z',)",KIT VENTILACAO,5,251.76,1258.8,688302,2023-07-19,2023-08-09,2023-08-21,2023-08-21,2023-08-26,2023-07-24,2023-07-24,2023-07-28,2023-07-28,BONIFICACAO,Mendes S/A TRANSPORTES LTDA,TRANSFERENCIA,1258.8
5679,72812,Melo,58.641.932/0001-01,Ryan Alves,"('28NZFGQ7Z',)",KIT VENTILACAO,10,499.12,4991.2,683102,2024-03-13,2024-05-02,2024-05-11,2024-05-11,2024-06-01,2024-03-15,2024-03-15,2024-03-20,2024-03-20,DEVOLUCAO,Lima - EI TRANSPORTES LTDA,CARTAO DE CREDITO,4991.2
5680,48849,da Luz,49.862.017/0001-47,Henry Fonseca,"('28NZFGQ7Z',)",KIT VENTILACAO,8,98.92,791.36,513669,2025-02-22,2025-02-28,2025-03-06,2025-03-06,2025-03-08,2025-02-27,2025-02-27,2025-03-04,2025-03-04,VENDA,Ribeiro TRANSPORTES LTDA,BOLETO DESCONTADO,791.36
5681,28107,Novaes da Rosa S.A.,29.386.547/0001-59,Luiz Felipe Duarte,"('28NZFGQ7Z',)",KIT VENTILACAO,8,902.02,7216.16,255210,2025-02-10,2025-04-11,2025-04-26,2025-04-26,2025-05-09,2025-02-14,2025-02-14,2025-02-17,2025-02-17,AMOSTRA,Freitas Novaes S.A. TRANSPORTES LTDA,PIX,7216.16
5682,65527,Correia Ltda.,79.168.345/0001-09,Manuela Camargo,"('28NZFGQ7Z',)",KIT VENTILACAO,4,434.36,1737.44,159043,2023-09-12,2023-10-04,2023-10-05,2023-10-05,2023-10-16,2023-09-20,2023-09-20,2023-09-22,2023-09-22,BONIFICACAO,da Mata TRANSPORTES LTDA,CARTEIRA A PRAZO,1737.44
5683,59552,Barros Santos S/A,23.746.918/0001-80,Gabriel Cardoso,"('28NZFGQ7Z',)",KIT VENTILACAO,10,668.96,6689.6,436124,2024-10-17,2024-10-31,2024-11-04,2024-11-04,2024-12-04,2024-10-19,2024-10-19,2024-10-22,2024-10-22,DEVOLUCAO,Costela Câmara Ltda. TRANSPORTES LTDA,BOLETO DESCONTADO,6689.6
5684,18671,Lima,60.451.289/0001-97,Josué Moraes,"('28NZFGQ7Z',)",KIT VENTILACAO,10,221.59,2215.9,367095,2025-05-06,2025-06-15,2025-06-17,2025-06-17,2025-06-22,2025-05-13,2025-05-13,2025-05-18,2025-05-18,BONIFICACAO,Barbosa e Filhos TRANSPORTES LTDA,CARTEIRA A PRAZO,2215.9
5685,14346,Marques,83.029.147/0001-31,Erick Vieira,"('28NZFGQ7Z',)",KIT VENTILACAO,4,645.01,2580.04,914257,2025-06-26,2025-08-04,2025-08-14,2025-08-14,2025-09-10,2025-06-29,2025-06-29,2025-07-01,2025-07-01,VENDA,Siqueira Santos Ltda. TRANSPORTES LTDA,PIX,2580.04
5686,17551,Guerra - EI,63.182.509/0001-12,Yan Sá,"('28NZFGQ7Z',)",KIT VENTILACAO,6,275.85,1655.1,659586,2023-11-06,2024-01-02,2024-01-16,2024-01-16,2024-01-28,2023-11-12,2023-11-12,2023-11-13,2023-11-13,BONIFICACAO,Marques - EI TRANSPORTES LTDA,TRANSFERENCIA,1655.1
5687,52465,Campos,15.482.730/0001-43,Luísa Mendes,"('28NZFGQ7Z',)",KIT VENTILACAO,10,746.7,7467.0,777570,2023-08-25,2023-09-14,2023-09-29,2023-09-29,2023-10-03,2023-09-03,2023-09-03,2023-09-07,2023-09-07,DEVOLUCAO,Silva - ME TRANSPORTES LTDA,BOLETO DESCONTADO,7467.0
5688,96517,Abreu,39.015.824/0001-70,Eloah Abreu,"('28NZFGQ7Z',)",KIT VENTILACAO,8,180.04,1440.32,431617,2024-01-01,2024-03-01,2024-03-07,2024-03-07,2024-03-15,2024-01-05,2024-01-05,2024-01-10,2024-01-10,VENDA,Santos TRANSPORTES LTDA,CARTAO DE CREDITO,1440.32
5689,38099,Brito,96.074.583/0001-74,Helena Lopes,"('28NZFGQ7Z',)",KIT VENTILACAO,3,248.57,745.71,934723,2025-04-01,2025-05-21,2025-05-25,2025-05-25,2025-06-01,2025-04-04,2025-04-04,2025-04-09,2025-04-09,VENDA,Moraes Correia - ME TRANSPORTES LTDA,BOLETO DESCONTADO,745.71
5690,70556,Costa,02.189.546/0001-68,Sr. Luiz Fernando Carvalho,"('28NZFGQ7Z',)",KIT VENTILACAO,5,805.42,4027.1,963556,2023-09-21,2023-09-27,2023-10-07,2023-10-07,2023-10-21,2023-09-29,2023-09-29,2023-10-04,2023-10-04,BONIFICACAO,Araújo TRANSPORTES LTDA,TRANSFERENCIA,4027.1
5691,16020,Pimenta,48.573.210/0001-03,Gabriel Souza,"('28NZFGQ7Z',)",KIT VENTILACAO,9,284.61,2561.49,383816,2025-03-29,2025-04-18,2025-05-02,2025-05-02,2025-05-02,2025-04-05,2025-04-05,2025-04-07,2025-04-07,BONIFICACAO,Lima TRANSPORTES LTDA,CARTAO DE CREDITO,2561.49
5692,79751,Araújo - ME,21.034.786/0001-38,Leonardo Pires,"('28NZFGQ7Z',)",KIT VENTILACAO,1,968.28,968.28,863452,2023-08-23,2023-09-08,2023-09-18,2023-09-18,2023-10-13,2023-08-28,2023-08-28,2023-08-30,2023-08-30,DEVOLUCAO,da Mota S.A. TRANSPORTES LTDA,BOLETO DESCONTADO,968.28
5693,66709,Martins,03.627.158/0001-84,Luigi Brito,"('28NZFGQ7Z',)",KIT VENTILACAO,8,165.82,1326.56,109477,2023-08-21,2023-09-24,2023-10-02,2023-10-02,2023-10-08,2023-08-25,2023-08-25,2023-08-29,2023-08-29,AMOSTRA,Ramos Fernandes e Filhos TRANSPORTES LTDA,PIX,1326.56
5694,36830,da Rosa,30.642.718/0001-42,Isaac Cardoso,"('28NZFGQ7Z',)",KIT VENTILACAO,7,201.55,1410.85,391197,2024-03-27,2024-04-07,2024-04-10,2024-04-10,2024-05-07,2024-03-28,2024-03-28,2024-03-31,2024-03-31,DEVOLUCAO,da Paz TRANSPORTES LTDA,CARTEIRA A VISTA,1410.85
5695,22397,Garcia S/A,63.291.504/0001-28,Hellena Cardoso,"('28NZFGQ7Z',)",KIT VENTILACAO,5,461.79,2308.95,625601,2024-04-29,2024-06-04,2024-06-09,2024-06-09,2024-06-26,2024-05-05,2024-05-05,2024-05-10,2024-05-10,DEVOLUCAO,Vasconcelos TRANSPORTES LTDA,TRANSFERENCIA,2308.95
5696,74927,Moraes,64.893.071/0001-43,Ísis Peixoto,"('28NZFGQ7Z',)",KIT VENTILACAO,8,991.53,7932.24,957322,2024-11-24,2024-12-31,2025-01-11,2025-01-11,2025-01-26,2024-11-27,2024-11-27,2024-11-28,2024-11-28,BONIFICACAO,da Luz S.A. TRANSPORTES LTDA,CARTEIRA A PRAZO,7932.24
5697,80002,Moreira,95.208.467/0001-38,Vicente Cassiano,"('28NZFGQ7Z',)",KIT VENTILACAO,7,635.53,4448.71,283923,2025-02-28,2025-04-12,2025-04-16,2025-04-16,2025-04-21,2025-03-01,2025-03-01,2025-03-02,2025-03-02,DEVOLUCAO,Sá TRANSPORTES LTDA,CARTAO DE CREDITO,4448.71
5698,76039,Peixoto - EI,70.324.598/0001-50,Leonardo Moreira,"('28NZFGQ7Z',)",KIT VENTILACAO,10,199.21,1992.1,808777,2023-09-02,2023-10-15,2023-10-27,2023-10-27,2023-11-12,2023-09-12,2023-09-12,2023-09-13,2023-09-13,BONIFICACAO,Rios - ME TRANSPORTES LTDA,CARTEIRA A PRAZO,1992.1
5699,75157,Almeida S/A,25.149.860/0001-12,Isabela Monteiro,"('28NZFGQ7Z',)",KIT VENTILACAO,4,102.7,410.8,297089,2023-12-22,2023-12-31,2024-01-14,2024-01-14,2024-01-24,2023-12-24,2023-12-24,2023-12-26,2023-12-26,DEVOLUCAO,Araújo TRANSPORTES LTDA,CARTEIRA A VISTA,410.8
5700,23674,Câmara Porto e Filhos,34.681.270/0001-27,Dr. Liam Pastor,"('28NZFGQ7Z',)",KIT VENTILACAO,6,522.59,3135.54,862178,2024-12-08,2025-02-01,2025-02-03,2025-02-03,2025-02-09,2024-12-17,2024-12-17,2024-12-19,2024-12-19,DEVOLUCAO,Araújo TRANSPORTES LTDA,BOLETO DESCONTADO,3135.54
5701,55341,Cavalcante Mendes Ltda.,29.705.841/0001-86,Dr. Yan Moura,"('28NZFGQ7Z',)",KIT VENTILACAO,3,189.81,569.43,855880,2025-03-02,2025-03-16,2025-03-24,2025-03-24,2025-03-24,2025-03-04,2025-03-04,2025-03-08,2025-03-08,DEVOLUCAO,Sales Silva - ME TRANSPORTES LTDA,CARTEIRA A PRAZO,569.43
5702,59230,Melo,79.456.230/0001-10,Luara Viana,"('28NZFGQ7Z',)",KIT VENTILACAO,3,801.39,2404.17,677804,2024-02-11,2024-04-02,2024-04-10,2024-04-10,2024-05-07,2024-02-20,2024-02-20,2024-02-24,2024-02-24,BONIFICACAO,Cavalcanti TRANSPORTES LTDA,CARTEIRA A PRAZO,2404.17
5703,48886,Vasconcelos da Costa Ltda.,61.047.835/0001-91,Miguel Fernandes,"('28NZFGQ7Z',)",KIT VENTILACAO,8,679.37,5434.96,848311,2024-03-26,2024-05-17,2024-05-18,2024-05-18,2024-05-28,2024-04-05,2024-04-05,2024-04-10,2024-04-10,BONIFICACAO,Viana Correia S.A. TRANSPORTES LTDA,CARTAO DE CREDITO,5434.96
5704,95314,Novaes,68.539.712/0001-17,Ana Beatriz da Paz,"('28NZFGQ7Z',)",KIT VENTILACAO,8,247.7,1981.6,522234,2024-01-05,2024-01-13,2024-01-16,2024-01-16,2024-02-04,2024-01-12,2024-01-12,2024-01-14,2024-01-14,AMOSTRA,Marques Monteiro - ME TRANSPORTES LTDA,TRANSFERENCIA,1981.6
5705,45869,Dias S.A.,98.170.542/0001-07,Levi Teixeira,"('28NZFGQ7Z',)",KIT VENTILACAO,7,398.45,2789.15,473527,2023-12-06,2023-12-31,2024-01-06,2024-01-06,2024-01-29,2023-12-07,2023-12-07,2023-12-08,2023-12-08,AMOSTRA,Fonseca S/A TRANSPORTES LTDA,BOLETO DESCONTADO,2789.15
5706,77499,Montenegro,63.520.798/0001-12,Laís Almeida,"('28NZFGQ7Z',)",KIT VENTILACAO,3,121.82,365.46,374586,2025-02-15,2025-04-12,2025-04-23,2025-04-23,2025-05-14,2025-02-17,2025-02-17,2025-02-21,2025-02-21,VENDA,Machado Ltda. TRANSPORTES LTDA,TRANSFERENCIA,365.46
5707,28634,Nogueira,70.429.653/0001-76,Melina Correia,"('28NZFGQ7Z',)",KIT VENTILACAO,7,855.24,5986.68,411878,2023-12-19,2023-12-26,2024-01-05,2024-01-05,2024-01-15,2023-12-29,2023-12-29,2023-12-31,2023-12-31,AMOSTRA,Teixeira TRANSPORTES LTDA,CARTEIRA A PRAZO,5986.68
5708,89086,Leão,52.980.461/0001-71,Nicole Novais,"('28NZFGQ7Z',)",KIT VENTILACAO,4,449.8,1799.2,260076,2025-05-27,2025-07-09,2025-07-21,2025-07-21,2025-08-03,2025-06-03,2025-06-03,2025-06-06,2025-06-06,DEVOLUCAO,Rodrigues TRANSPORTES LTDA,CARTEIRA A PRAZO,1799.2
